"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","GRIK1","RALYL","SST","STXBP6","GRM1","TRHDE","BCL11A","CRB1","GRIK3","EPB41L2","UST","KIF26B","GRIN3A","GRID2","NETO1","SPOCK3","WLS","SATB1","CDH9","PLCH1","DMD","GPC6","TMTC1","CDH8","CACNA2D3","SORBS2","KIAA1217","MAN1A1","ROBO2","NRXN3","GPM6A","ST6GALNAC5","TSHZ3","GRIA3","DAPK1","RUNX1T1","RASGRF2","SOX6","RYR2","CTNNA2","SHISA6","NETO2","LHFPL3","RGS6","SLC8A1","TIAM1","RBFOX1","XKR4","ROBO1","TMEFF2","PCDH15","PDE4B","ADCY2","SLC24A2","SYNPR","PPP2R2B","GRIK2","TENM3","OXR1","PACRG","TENM2","PDE1C","ASTN2","LRRTM4","NPAS3"
"GO:CC","somatodendritic compartment","GO:0036477","false","6.9828695604571215e-9","8.155966070475493","848","65","18","22097",,,"IEA",,"IEA",,,,"ISS",,,,"IDA,IEA","ISS,IEA",,,,,,,"IEA",,,,,"IBA",,,,,"ISS,IBA,IEA",,,"IBA",,,,,,,"IBA",,,,"ISS","IEA",,,,,,"IEA","ISS",,,,"IEA",,,,"ISS,IEA","IBA","IEA",,
"GO:CC","cell projection","GO:0042995","false","7.599377653706913e-9","8.119221972538668","2389","65","28","22097",,,,,"IEA",,,"IEA","ISS",,,,"IDA","ISS,IEA","IEA",,,,,,"IDA,ISS,IEA",,,"IBA,IEA",,"IBA,IEA",,,"ISS","IEA","ISS,IBA,IEA",,"IEA","IBA",,,,,,"ISS,IEA","IBA",,,"IBA","ISS,IBA","IEA",,,"IBA,IEA",,"IDA,ISS,IEA","IEA","ISS",,"IEA",,"IEA","IBA,IEA",,"IDA,ISS,IBA,IEA","ISS,IBA,IEA",,,,
"GO:CC","ionotropic glutamate receptor complex","GO:0008328","false","7.97365267962524e-9","8.098342685479158","41","65","7","22097","IBA",,,,,,,,"IBA",,,,"IDA,IEA","ISS,IEA",,,,,,,,,,,,,,,,,,,,"ISS,IBA,IEA",,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,
"GO:CC","plasma membrane region","GO:0098590","false","1.0672619652713086e-8","7.971728967540952","1266","65","21","22097","IBA,IEA",,,,"IBA",,,"NAS,IEA","IBA,IEA",,,,"IBA,IEA","IBA,IEA","ISS,IEA",,,,"IEA",,"IDA,IEA",,,"IEA",,"IEA",,,"ISS","IEA","IEA",,,"IBA,IEA",,,,,,,"IBA,IEA","IEA",,,,"IEA",,,,,,,,,,,"IBA,IEA",,,,"ISS,IEA",,,"IEA",
"GO:CC","cell periphery","GO:0071944","false","1.1697210008927429e-8","7.931917712802484","6228","65","44","22097","IDA,IBA,TAS,IEA",,,,"IDA,IPI,IMP,IBA,TAS,IEA","TAS",,"IBA,NAS,IEA","IDA,IBA,TAS,IEA","IDA,IBA,TAS,IEA",,,"IDA,IBA,IEA","ISS,IBA,TAS,IEA","ISS,IEA","IDA","IDA,TAS,IEA",,"IBA,TAS,IEA","TAS","IDA,IBA,TAS,NAS,IEA","TAS,IEA",,"IDA,IBA,TAS,IEA","IBA","IBA,IEA",,,"ISS,TAS,IEA","TAS,IEA","ISS,IBA,IEA",,"IDA","ISS,IBA,TAS,IEA","IDA",,"IBA,TAS,IEA",,"ISS,IBA","IBA,IEA","IBA,IEA","IEA","IBA","TAS,IEA","IDA,ISS,IBA,TAS,IEA","IDA,IBA,IEA",,"ISS,IBA,IEA","IDA,TAS,IEA",,"IEA","ISS,IEA","IDA,ISS,TAS,IEA","IDA,RCA,TAS,IEA",,,"IBA,TAS,IEA","ISS,IEA",,,"ISS,IEA",,"IEA","IBA,IEA",
"GO:CC","plasma membrane bounded cell projection","GO:0120025","false","1.5729678116779786e-8","7.803280164441981","2277","65","27","22097",,,,,"IEA",,,"IEA","ISS",,,,"IDA","ISS,IEA","IEA",,,,,,"IDA,ISS,IEA",,,"IBA,IEA",,"IBA,IEA",,,"ISS",,"ISS,IBA,IEA",,"IEA","IBA",,,,,,"ISS,IEA","IBA",,,"IBA","ISS,IBA","IEA",,,"IBA,IEA",,"IDA,ISS,IEA","IEA","ISS",,"IEA",,"IEA","IBA,IEA",,"IDA,ISS,IBA,IEA","ISS,IBA,IEA",,,,
"GO:CC","neurotransmitter receptor complex","GO:0098878","false","1.876646553715298e-8","7.726617514392616","46","65","7","22097","IBA",,,,,,,,"IBA",,,,"IDA,IEA","ISS,IEA",,,,,,,,,,,,,,,,,,,,"ISS,IBA,IEA",,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,
"GO:CC","plasma membrane","GO:0005886","false","1.883128771365735e-8","7.725119981214662","5742","65","42","22097","IDA,IBA,TAS,IEA",,,,"IDA,IPI,IMP,IBA,TAS,IEA","TAS",,"IBA,NAS,IEA","IDA,IBA,TAS,IEA","IDA,IBA,TAS,IEA",,,"IDA,IBA,IEA","ISS,IBA,TAS,IEA","ISS,IEA",,"IDA,TAS,IEA",,"IBA,TAS,IEA","TAS","IDA,IBA,TAS,NAS,IEA","TAS,IEA",,"IDA,IBA,TAS,IEA","IBA","IBA,IEA",,,"ISS,TAS,IEA","TAS,IEA","ISS,IBA,IEA",,"IDA","ISS,IBA,TAS,IEA","IDA",,"IBA,TAS,IEA",,"ISS,IBA","IBA,IEA","IBA,IEA","IEA","IBA","TAS,IEA","IDA,ISS,IBA,TAS,IEA","IDA,IBA,IEA",,"ISS,IBA,IEA","IDA,TAS,IEA",,"IEA","ISS,IEA","IDA,ISS,TAS,IEA","IDA,RCA,TAS,IEA",,,"IBA,TAS,IEA","ISS,IEA",,,"ISS,IEA",,,"IEA",
"GO:CC","plasma membrane protein complex","GO:0098797","false","5.293173032058769e-7","6.276283908835099","718","65","15","22097","IBA",,,,"IDA,IPI",,,"IEA","IBA",,,,"IDA,IEA","ISS,IEA",,,,,"IBA",,"IDA,TAS,NAS,IEA",,,"IBA","IBA",,,,,,,,,"ISS,IBA,IEA",,,,,,"IBA","IBA,IEA",,,,,,,,,,,"ISS,IEA",,,,,"IBA,IEA",,,,,,,,
"GO:CC","axon","GO:0030424","false","0.0000015241258588514934","5.8169791684637415","656","65","14","22097",,,,,,,,,"ISS",,,,,,"IEA",,,,,,"IEA",,,"IBA,IEA",,,,,"ISS",,"ISS,IBA,IEA",,"IEA",,,,,,,"ISS,IEA",,,,,"ISS,IBA","IEA",,,"IEA",,,,,,,,"IEA","IEA",,,"ISS,IEA",,,,
"GO:CC","membrane","GO:0016020","false","0.000001526091189997392","5.81641951478912","9864","65","52","22097","IDA,IBA,TAS,IEA",,,"IEA","IDA,IPI,IMP,IBA,TAS,IEA","TAS,IEA",,"IBA,NAS,IEA","IDA,IBA,TAS,IEA","IDA,IBA,TAS,IEA","TAS,IEA",,"IDA,IBA,TAS,NAS,IEA","ISS,IBA,TAS,IEA","ISS,IEA",,"IDA,TAS,IEA",,"IBA,TAS,IEA","TAS,IEA","IDA,ISS,IBA,TAS,NAS,IEA","TAS,IEA","IEA","IDA,IBA,TAS,IEA","IBA,IEA","IBA,IEA",,"HDA,IBA,TAS,IEA","ISS,TAS,IEA","TAS,IEA","ISS,IBA,IEA","TAS,IEA","IDA","ISS,IBA,TAS,IEA","IDA",,"IBA,TAS,IEA",,"IDA,ISS,IBA,TAS,IEA","IBA,IEA","IBA,IEA","IEA","IBA,IEA","IDA,TAS,IEA","IDA,ISS,IBA,TAS,IEA","IDA,IBA,IEA",,"ISS,IBA,IEA","IDA,TAS,IEA","NAS,IEA","IEA","ISS,IEA","IDA,ISS,TAS,IEA","IDA,RCA,TAS,IEA","IBA,IEA","ISS,IEA","IBA,TAS,IEA","ISS,IEA",,"IEA","ISS,IEA",,"IEA","IEA",
"GO:CC","dendrite","GO:0030425","false","0.000007401080485325643","5.130704872896028","622","65","13","22097",,,,,"IEA",,,,"ISS",,,,,"ISS,IEA",,,,,,,,,,,,"IBA",,,,,"IEA",,,"IBA",,,,,,,"IBA",,,,"ISS","IEA",,,,,,"IEA","ISS",,,,"IEA",,,,"ISS,IEA",,,,
"GO:CC","dendritic tree","GO:0097447","false","0.000007685292263306824","5.1143396121033495","624","65","13","22097",,,,,"IEA",,,,"ISS",,,,,"ISS,IEA",,,,,,,,,,,,"IBA",,,,,"IEA",,,"IBA",,,,,,,"IBA",,,,"ISS","IEA",,,,,,"IEA","ISS",,,,"IEA",,,,"ISS,IEA",,,,
"GO:CC","excitatory synapse","GO:0060076","false","0.000012461306573534337","4.904436419319941","67","65","6","22097",,,,,,,,,,,,,,"IEA","ISS,IEA",,,,,,,,,,,,,,,,"IEA",,,"IEA",,,,,,,"ISS,IEA",,,,,,,,,,,"IEA",,,,,,,,,,,,,
"GO:CC","monoatomic ion channel complex","GO:0034702","false","0.00001823150542051774","4.739177469094322","346","65","10","22097","IBA",,,,,,,,"IBA",,,,"IDA,IEA","ISS,IEA",,,,,,,,,,,"IBA,IEA",,,,,,,,,"ISS,IBA,IEA",,,,,"IDA,IBA,IEA",,"IBA,IEA",,,,,,,,,,,"ISS,IEA",,,,,"IBA,IEA",,,,,,,,
"GO:CC","presynapse","GO:0098793","false","0.000022455416959488076","4.648678876405157","564","65","12","22097","IBA",,,,,,,,"ISS,IBA",,,,"IEA",,,,,,"IEA",,"IEA",,,"IBA,IEA",,,,,,"IEA","IEA",,,,,,,,,,,,,,"ISS",,,,,,,"IEA",,,"IBA,IEA",,"IBA,IEA",,,,,,,,
"GO:CC","cell body","GO:0044297","false","0.00002289109285661553","4.640333472931928","565","65","12","22097",,,"IEA",,,,,,"ISS",,,,"IDA,IEA",,,,,,,,"IEA",,,,,"IBA",,,,,"ISS,IBA,IEA",,,,,,,,,,,,,,"ISS","IEA",,,,,,,,,,,"IEA",,,"IEA",,"IBA","IEA",,
"GO:CC","neuronal cell body","GO:0043025","false","0.00005722278860011351","4.242430981830794","498","65","11","22097",,,"IEA",,,,,,"ISS",,,,"IDA,IEA",,,,,,,,"IEA",,,,,"IBA",,,,,"ISS,IBA,IEA",,,,,,,,,,,,,,"ISS","IEA",,,,,,,,,,,"IEA",,,,,"IBA","IEA",,
"GO:CC","kainate selective glutamate receptor complex","GO:0032983","false","0.00006795368272605652","4.1677870018562135","5","65","3","22097","IBA",,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,
"GO:CC","transmembrane transporter complex","GO:1902495","false","0.00018543881183553644","3.731799364032136","445","65","10","22097","IBA",,,,,,,,"IBA",,,,"IDA,IEA","ISS,IEA",,,,,,,,,,,"IBA,IEA",,,,,,,,,"ISS,IBA,IEA",,,,,"IDA,IBA,IEA",,"IBA,IEA",,,,,,,,,,,"ISS,IEA",,,,,"IBA,IEA",,,,,,,,
"GO:CC","dendritic spine","GO:0043197","false","0.0002048788609538844","3.6885028490399088","172","65","7","22097",,,,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,,,,,,"IEA",,,"IBA",,,,,,,"IBA",,,,,"IEA",,,,,,"IEA",,,,,,,,,"ISS,IEA",,,,
"GO:CC","neuron spine","GO:0044309","false","0.00023912539423170357","3.621374300968778","176","65","7","22097",,,,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,,,,,,"IEA",,,"IBA",,,,,,,"IBA",,,,,"IEA",,,,,,"IEA",,,,,,,,,"ISS,IEA",,,,
"GO:CC","transporter complex","GO:1990351","false","0.00031604159193706423","3.5002557592799297","472","65","10","22097","IBA",,,,,,,,"IBA",,,,"IDA,IEA","ISS,IEA",,,,,,,,,,,"IBA,IEA",,,,,,,,,"ISS,IBA,IEA",,,,,"IDA,IBA,IEA",,"IBA,IEA",,,,,,,,,,,"ISS,IEA",,,,,"IBA,IEA",,,,,,,,
"GO:CC","distal axon","GO:0150034","false","0.00044431463131971646","3.3523093851683328","279","65","8","22097",,,,,,,,,"ISS",,,,,,,,,,,,,,,"IBA,IEA",,,,,,,"ISS,IBA,IEA",,"IEA",,,,,,,,,,,,"ISS","IEA",,,,,,,,,,,"IEA",,,,"ISS,IEA",,,,
"GO:CC","membrane protein complex","GO:0098796","false","0.0005893373353374794","3.2296360448756127","1401","65","16","22097","IBA",,,,"IDA,IPI",,,"IEA","IBA",,,,"IDA,IEA","ISS,IEA",,,,,"IBA",,"IDA,TAS,NAS,IEA",,,"IBA","IBA,IEA",,,,,,,,,"ISS,IBA,IEA",,,,,"IDA,IBA,IEA","IBA","IBA,IEA",,,,,,,,,,,"ISS,IEA",,,,,"IBA,IEA",,,,,,,,
"GO:CC","plasma membrane signaling receptor complex","GO:0098802","false","0.0009036595165557826","3.043995173434994","307","65","8","22097","IBA",,,,"IDA,IPI",,,,"IBA",,,,"IDA,IEA","ISS,IEA",,,,,,,,,,,,,,,,,,,,"ISS,IBA,IEA",,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,
"GO:CC","presynaptic membrane","GO:0042734","false","0.0026402900634886098","2.578348358716333","166","65","6","22097","IBA",,,,,,,,"IBA",,,,,,,,,,"IEA",,,,,,,,,,,"IEA","IEA",,,,,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,
"GO:CC","parallel fiber to Purkinje cell synapse","GO:0098688","false","0.008738547858509867","2.0585607309163296","21","65","3","22097",,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,"IEA",,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GO:CC","cation channel complex","GO:0034703","false","0.009205054599281708","2.0359736311581806","207","65","6","22097","IBA",,,,,,,,"IBA",,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,"IDA,IBA,IEA",,,,,,,,,,,,,"ISS,IEA",,,,,"IBA,IEA",,,,,,,,
"GO:CC","neuron projection terminus","GO:0044306","false","0.010993232569212181","1.958874584142122","129","65","5","22097",,,,,,,,,"ISS",,,,,,,,,,,,"ISS,IEA",,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,"ISS",,,,,,,,,,,,"IEA",,,,,,,,
"GO:CC","Z disc","GO:0030018","true","0.013185117968263852","1.8799159801870553","134","65","5","22097",,,,,,,,,,,,,,,,,,,,,"ISS,IEA",,,,,"NAS",,,,,,,,,,,,,"IDA,ISS,IBA,IEA",,,,,,"ISS",,,,,,,"ISS,IEA",,,,,,,,,,,,,
"GO:CC","sodium channel complex","GO:0034706","false","0.014985215391311446","1.8243370103035395","25","65","3","22097","IBA",,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,
"GO:CC","I band","GO:0031674","false","0.021833454509656975","1.6608775443738646","149","65","5","22097",,,,,,,,,,,,,,,,,,,,,"ISS,IEA",,,,,"NAS",,,,,,,,,,,,,"IDA,ISS,IBA,IEA",,,,,,"ISS",,,,,,,"ISS,IEA",,,,,,,,,,,,,
"GO:CC","catenin complex","GO:0016342","false","0.028919385487595126","1.5388109396687224","31","65","3","22097",,,,,,,,,,,,,,,,,,,"IBA",,,,,"IBA",,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,
"GO:CC","receptor complex","GO:0043235","false","0.040484380197406515","1.3927125052430995","523","65","8","22097","IBA",,,,"IDA,IPI",,,,"IBA",,,,"IDA,IEA","ISS,IEA",,,,,,,,,,,,,,,,,,,,"ISS,IBA,IEA",,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,
"KEGG","Glutamatergic synapse","KEGG:04724","false","0.000009930976562208023","5.003008043073118","115","31","7","8484","KEGG",,,,"KEGG",,,,"KEGG",,,,"KEGG",,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,"KEGG",,,,"KEGG",,,,,,,,
"KEGG","Arrhythmogenic right ventricular cardiomyopathy","KEGG:05412","false","0.0008270635701214894","3.082461108232297","84","31","5","8484",,,,,,,,,,,,,,,,,,,,,"KEGG",,,,"KEGG",,,,,,,,,,,,,,"KEGG","KEGG",,,,,"KEGG",,,,,,,,,,,,,,,,,,,,
"KEGG","cAMP signaling pathway","KEGG:04024","false","0.0008555470765085383","3.0677560883959614","223","31","7","8484",,,"KEGG",,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,"KEGG",,,,,,,"KEGG",,,,,,"KEGG","KEGG",,,,,,,,,,,,
"KEGG","Dilated cardiomyopathy","KEGG:05414","false","0.0021307360812631957","2.6714703398443373","102","31","5","8484",,,,,,,,,,,,,,,,,,,,,"KEGG",,,,"KEGG",,,,,,,,,,,,,,"KEGG",,,,,,"KEGG",,,,,,,,"KEGG",,,,,,,,,,,,
"KEGG","Neuroactive ligand-receptor interaction","KEGG:04080","false","0.0025348089334770395","2.5960547709515063","365","31","8","8484","KEGG",,"KEGG",,"KEGG",,,,"KEGG",,,,"KEGG","KEGG",,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,
"KEGG","Adrenergic signaling in cardiomyocytes","KEGG:04261","false","0.014679042935378665","1.8333022592314994","153","31","5","8484",,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,"KEGG",,,,,,"KEGG",,,,,,,,"KEGG",,,"KEGG",,,,,,,,,
"KEGG","Calcium signaling pathway","KEGG:04020","false","0.017627879783628866","1.7537999198982568","251","31","6","8484",,,,,"KEGG",,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,"KEGG",,,,,,,,"KEGG",,,,,,,,,"KEGG",,,
"KEGG","Hypertrophic cardiomyopathy","KEGG:05410","false","0.02815826993457227","1.5503940320920746","97","31","4","8484",,,,,,,,,,,,,,,,,,,,,"KEGG",,,,"KEGG",,,,,,,,,,,,,,"KEGG",,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,
"REAC","Neuronal System","REAC:R-HSA-112316","false","0.0000032166004612428974","5.492602880115594","400","39","12","10842","REAC",,,,"REAC",,,,"REAC","REAC",,,"REAC",,,,,,,,,,,,"REAC",,,,,"REAC",,,,"REAC",,,"REAC",,,,,,,,,,,,,,,,"REAC",,,,"REAC",,,,,,,"REAC",
"REAC","Transmission across Chemical Synapses","REAC:R-HSA-112315","false","0.0011589161220398516","2.935947995488919","259","39","8","10842","REAC",,,,,,,,"REAC",,,,"REAC",,,,,,,,,,,,"REAC",,,,,,,,,"REAC",,,"REAC",,,,,,,,,,,,,,,,"REAC",,,,"REAC",,,,,,,,
"REAC","Ionotropic activity of kainate receptors","REAC:R-HSA-451306","false","0.0019079253134267496","2.7194386299471685","10","39","3","10842","REAC",,,,,,,,"REAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,,,,,,
"REAC","Activation of Ca-permeable Kainate Receptor","REAC:R-HSA-451308","false","0.0019079253134267496","2.7194386299471685","10","39","3","10842","REAC",,,,,,,,"REAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,,,,,,
"REAC","Neurotransmitter receptors and postsynaptic signal transmission","REAC:R-HSA-112314","false","0.0020078716526115425","2.697264051658524","196","39","7","10842","REAC",,,,,,,,"REAC",,,,"REAC",,,,,,,,,,,,,,,,,,,,,"REAC",,,"REAC",,,,,,,,,,,,,,,,"REAC",,,,"REAC",,,,,,,,
"REAC","Activation of Na-permeable kainate receptors","REAC:R-HSA-451307","false","0.004740103446121568","2.3242121803534372","2","39","2","10842","REAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,,,,,,
"REAC","Protein-protein interactions at synapses","REAC:R-HSA-6794362","false","0.0048887431739097435","2.310802777439281","86","39","5","10842",,,,,"REAC",,,,,"REAC",,,,,,,,,,,,,,,,,,,,"REAC",,,,"REAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC",
"REAC","Neurexins and neuroligins","REAC:R-HSA-6794361","false","0.017254871753089266","1.7630882642561592","56","39","4","10842",,,,,"REAC",,,,,"REAC",,,,,,,,,,,,,,,,,,,,"REAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC",
"REAC","Regulation of cortical dendrite branching","REAC:R-HSA-8985801","false","0.02831134732873181","1.5480394621958276","4","39","2","10842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,,,,,,,,,,,,,,,,,,"REAC",,,,,,,,,,,,,,,,
"WP","Arrhythmogenic right ventricular cardiomyopathy","WP:WP2118","false","0.002693396744250604","2.569699669184946","74","38","5","8286",,,,,,,,,,,,,,,,,,,,,"WP",,,,"WP",,,,,,,,,,,,,,"WP","WP",,,,,"WP",,,,,,,,,,,,,,,,,,,,
"WP","Neuroinflammation and glutamatergic signaling","WP:WP5083","false","0.005036386762054898","2.2978809262653996","140","38","6","8286","WP",,,,"WP",,,,"WP",,,,"WP",,,,,,,,,,,,,,,,,,,,,"WP",,,,,,,,,,,,,,,,,,,,,,,"WP",,,,,,,,
"TF","Factor: ZF5; motif: NGAGCGCGC","TF:M10111","false","0.019891827383345193","1.7013253181300367","2734","65","23","20045","TF",,,,,"TF","TF",,"TF",,,,,,,"TF",,"TF",,,,"TF",,,"TF",,,"TF",,,,"TF","TF",,"TF","TF",,,,,"TF",,,"TF","TF",,"TF","TF",,"TF",,,,,,,,,,,"TF","TF","TF",,"TF"
